نام محصول,برند,کد محصول,قیمت نقد,گروه اصلی,دسته‌بندی,زیرمجموعه,توضیحات,عکس,تصاویر بیشتر,ویدیو,مدل سه‌بعدی
پاوربانک 22.5 وات فونیکس مدل Fownix G01 ظرفیت 20000 میلی آمپرساعت سفید,فونیکس,1001747,,کالای دیجیتال,شارژر,پاوربانک,,,,,
پاوربانک 22.5 وات فونیکس مدل Fownix G01 ظرفیت 20000 میلی آمپرساعت مشکی,فونیکس,1001746,,کالای دیجیتال,شارژر,پاوربانک,,,,,
اسپرسو ساز شارژی قابل حمل کاپادلی مدل Capadeli Impetus (ME2409) سفید,کاپادلی,1001391,,گجت خانگی,گجت خانگی,اسپرسوساز,,,,,
هندزفری بلوتوثی کیو سی وای مدل T13 TWS مشکی,کیو سی وای,1000859,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
ساعت هوشمند ناتینگ مدل CMF Watch Pro 2 سایز 45 میلی متر آبی,ناتینگ,1001691,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
هدفون بلوتوثی ناتینگ مدل Nothing Headphone 1 مشکی,ناتینگ,1001846,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,هدفون بلوتوثی ناتینگ؛ مناسب مکالمه و پخش موسیقی با اتصال بی‌سیم.,https://drive.google.com/file/d/1TgWLaGrie7FaV7nj7XRY5yepUcwVRIA6/view?usp=drivesdk,,,
هندزفری بلوتوثی ناتینگ مدل CMF Buds Pro نارنجی,ناتینگ,1001822,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,هندزفری بلوتوثی ناتینگ؛ مناسب مکالمه و پخش موسیقی با اتصال بی‌سیم.,https://drive.google.com/file/d/1RONA5b8pA2NLdS-AEP_QDDyIPMu0eEqc/view?usp=drivesdk,,,
Nokia 105 FA 2023 (مونتاژ ایران تحت لیسانس نوکیا) خاکستری,نوکیا,1000254,,کالای دیجیتال,موبایل,,,,,,
Nokia 106 FA 2023 (مونتاژ ایران تحت لیسانس نوکیا) خاکستری,نوکیا,100590,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1OxzhMUgdBK_OtPkVI0Od1eSPeasi76Zz/view?usp=drivesdk,,,
Nokia 110 FA 2023 (مونتاژ ایران تحت لیسانس نوکیا) خاکستری,نوکیا,1000257,,کالای دیجیتال,موبایل,,,,,,
Nokia 105 FA 2024 (مونتاژ ایران تحت لیسانس نوکیا) تلکام پارس مشکی,نوکیا,1001770,,کالای دیجیتال,موبایل,,گوشی ساده نوکیا با کاربری آسان و طراحی جمع‌وجور؛ مناسب تماس، پیامک و استفاده روزمره.,https://drive.google.com/file/d/1zavRSNOlso79Bnu5qEyXVJcIBHE7Eaeu/view?usp=drivesdk,,,
Nokia 110 FA 2024 (مونتاژ ایران تحت لیسانس نوکیا) تلکام پارس مشکی,نوکیا,1001772,,کالای دیجیتال,موبایل,,گوشی ساده نوکیا با کاربری آسان و طراحی جمع‌وجور؛ مناسب تماس، پیامک و استفاده روزمره.,https://drive.google.com/file/d/1dIl0MMU3uJJs_qB1CFSfy4jlOvncqnT2/view?usp=drivesdk,,,
Nokia 3210 FA 2024 (مونتاژ ایران تحت لیسانس نوکیا) تلکام پارس مشکی,نوکیا,1001774,,کالای دیجیتال,موبایل,,گوشی ساده نوکیا با کاربری آسان و طراحی جمع‌وجور؛ مناسب تماس، پیامک و استفاده روزمره.,https://drive.google.com/file/d/1z7_Gzw1HMUZmTlMFxOgJpCBwWH2_KG7c/view?usp=drivesdk,,,
اسپیکر هارمن کاردن مدل Aura Studio 3 مشکی,هارمن کاردن,1000762,,کالای دیجیتال,اسپیکر,سایر اسپیکرها,,,,,
اسپیکر بلوتوثی قابل حمل هارمن کاردن مدل Onyx Studio 9 مشکی,هارمن کاردن,1001358,,کالای دیجیتال,اسپیکر,قابل حمل,,,,,
Honor Play10 64GB RAM 3GB مشکی,آنر,1001867,,کالای دیجیتال,موبایل,,گوشی Honor Play10 از برند آنر با حافظه داخلی 64 گیگابایت و رم 3 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1BR8efkoAXwKqh5MKt9DjiQSPOBPeZABZ/view?usp=drivesdk,,,
Honor Play10 64GB RAM 3GB بنفش,آنر,1001869,,کالای دیجیتال,موبایل,,گوشی Honor Play10 از برند آنر با حافظه داخلی 64 گیگابایت و رم 3 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1BR8efkoAXwKqh5MKt9DjiQSPOBPeZABZ/view?usp=drivesdk,,,
Honor Play10 64GB RAM 3GB آبی فیروزه ای,آنر,1001868,,کالای دیجیتال,موبایل,,گوشی Honor Play10 از برند آنر با حافظه داخلی 64 گیگابایت و رم 3 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1BR8efkoAXwKqh5MKt9DjiQSPOBPeZABZ/view?usp=drivesdk,,,
Honor X7e 128GB RAM 6GB آبی,آنر,1001943,,کالای دیجیتال,موبایل,,گوشی Honor X7e از برند آنر با حافظه داخلی 128 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1B1YBOdmG5K_PyMPC2XsduFhCzkoEC0zQ/view?usp=drivesdk,,,
Honor X7e 128GB RAM 6GB مشکی,آنر,1001942,,کالای دیجیتال,موبایل,,گوشی Honor X7e از برند آنر با حافظه داخلی 128 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1B1YBOdmG5K_PyMPC2XsduFhCzkoEC0zQ/view?usp=drivesdk,,,
Honor X7e 128GB RAM 6GB نارنجی,آنر,1001944,,کالای دیجیتال,موبایل,,گوشی Honor X7e از برند آنر با حافظه داخلی 128 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1B1YBOdmG5K_PyMPC2XsduFhCzkoEC0zQ/view?usp=drivesdk,,,
Honor X7e 256GB RAM 6GB آبی,آنر,1001947,,کالای دیجیتال,موبایل,,گوشی Honor X7e از برند آنر با حافظه داخلی 256 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1B1YBOdmG5K_PyMPC2XsduFhCzkoEC0zQ/view?usp=drivesdk,,,
Honor X7e 256GB RAM 6GB مشکی,آنر,1001946,,کالای دیجیتال,موبایل,,گوشی Honor X7e از برند آنر با حافظه داخلی 256 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1B1YBOdmG5K_PyMPC2XsduFhCzkoEC0zQ/view?usp=drivesdk,,,
Honor X7e 256GB RAM 6GB نارنجی,آنر,1001948,,کالای دیجیتال,موبایل,,گوشی Honor X7e از برند آنر با حافظه داخلی 256 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1B1YBOdmG5K_PyMPC2XsduFhCzkoEC0zQ/view?usp=drivesdk,,,
Honor X8d 256GB RAM 8GB آبی,آنر,1001952,,کالای دیجیتال,موبایل,,گوشی Honor X8d از برند آنر با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1HwI4UkwjNztbOx6JMJnsjQHRrg-mPwkG/view?usp=drivesdk,,,
Honor X8d 256GB RAM 8GB خاکستری,آنر,1001951,,کالای دیجیتال,موبایل,,گوشی Honor X8d از برند آنر با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1HwI4UkwjNztbOx6JMJnsjQHRrg-mPwkG/view?usp=drivesdk,,,
Honor X8d 256GB RAM 8GB مشکی,آنر,1001950,,کالای دیجیتال,موبایل,,گوشی Honor X8d از برند آنر با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1HwI4UkwjNztbOx6JMJnsjQHRrg-mPwkG/view?usp=drivesdk,,,
Honor X8d 512GB RAM 8GB خاکستری,آنر,1001955,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1HwI4UkwjNztbOx6JMJnsjQHRrg-mPwkG/view?usp=drivesdk,,,
Honor X8d 512GB RAM 8GB مشکی,آنر,1001954,,کالای دیجیتال,موبایل,,گوشی Honor X8d از برند آنر با حافظه داخلی 512 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1HwI4UkwjNztbOx6JMJnsjQHRrg-mPwkG/view?usp=drivesdk,,,
Honor 600 256GB RAM 8GB سفید,آنر,1001965,,کالای دیجیتال,موبایل,,گوشی Honor 600 از برند آنر با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1cKsBcrttMtho71Xt83DvQ8r4Unt8GpKe/view?usp=drivesdk,,,
Honor 600 256GB RAM 8GB مشکی,آنر,1001964,,کالای دیجیتال,موبایل,,گوشی Honor 600 از برند آنر با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1cKsBcrttMtho71Xt83DvQ8r4Unt8GpKe/view?usp=drivesdk,,,
Honor 600 256GB RAM 8GB نارنجی,آنر,1001966,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1cKsBcrttMtho71Xt83DvQ8r4Unt8GpKe/view?usp=drivesdk,,,
Honor 600 256GB RAM 12GB سفید,آنر,1001969,,کالای دیجیتال,موبایل,,گوشی Honor 600 از برند آنر با حافظه داخلی 256 گیگابایت و رم 12 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1cKsBcrttMtho71Xt83DvQ8r4Unt8GpKe/view?usp=drivesdk,,,
Honor 600 256GB RAM 12GB مشکی,آنر,1001968,,کالای دیجیتال,موبایل,,گوشی Honor 600 از برند آنر با حافظه داخلی 256 گیگابایت و رم 12 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1cKsBcrttMtho71Xt83DvQ8r4Unt8GpKe/view?usp=drivesdk,,,
Honor 600 256GB RAM 12GB نارنجی,آنر,1001970,,کالای دیجیتال,موبایل,,گوشی Honor 600 از برند آنر با حافظه داخلی 256 گیگابایت و رم 12 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1cKsBcrttMtho71Xt83DvQ8r4Unt8GpKe/view?usp=drivesdk,,,
Honor 600 Lite 128GB RAM 8GB طلایی,آنر,1001958,,کالای دیجیتال,موبایل,,گوشی Honor 600 Lite از برند آنر با حافظه داخلی 128 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/19tVK0oTStuBWF2KGR_NVIWjYdDm55Qgo/view?usp=drivesdk,,,
Honor 600 Lite 128GB RAM 8GB مشکی,آنر,1001957,,کالای دیجیتال,موبایل,,گوشی Honor 600 Lite از برند آنر با حافظه داخلی 128 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/19tVK0oTStuBWF2KGR_NVIWjYdDm55Qgo/view?usp=drivesdk,,,
Honor 600 Lite 256GB RAM 8GB خاکستری,آنر,1001961,,کالای دیجیتال,موبایل,,گوشی Honor 600 Lite از برند آنر با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/19tVK0oTStuBWF2KGR_NVIWjYdDm55Qgo/view?usp=drivesdk,,,
Honor 600 Lite 256GB RAM 8GB سبز,آنر,1001962,,کالای دیجیتال,موبایل,,گوشی Honor 600 Lite از برند آنر با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/19tVK0oTStuBWF2KGR_NVIWjYdDm55Qgo/view?usp=drivesdk,,,
Honor 600 Lite 256GB RAM 8GB مشکی,آنر,1001960,,کالای دیجیتال,موبایل,,گوشی Honor 600 Lite از برند آنر با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/19tVK0oTStuBWF2KGR_NVIWjYdDm55Qgo/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام,سامسونگ,317918956001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل سامسونگ مدل S24 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,سامسونگ,316736269001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل سامسونگ مدل Galaxy A56 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,سامسونگ,318575915001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,سامسونگ,318577783001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,سامسونگ,319222844001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1lIhDo1fIhuvcYEglBt8wSKuP6XdiqgSB/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام,سامسونگ,317464490001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,سامسونگ,316552147001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Redmi 14C دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,شیائومی,316708258001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Poco C75 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,شیائومی,317048429001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Redmi 13x دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,شیائومی,319038990001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1DS5-h02DRTkgG7beyt-lAQMoKOTrORf_/view?usp=drivesdk,,,
گوشی موبایل شیائومی مدل Redmi 13 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,شیائومی,315973020001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Redmi 14C دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,شیائومی,317744017001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Poco C71 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,شیائومی,319347047001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/137kHjBwH4jWeSn-3Qnb-0ZI952lK2hWV/view?usp=drivesdk,,,
گوشی موبایل شیائومی مدل Redmi A5 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,شیائومی,319041413001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1Vp4dg5vhUmKNw5rYRcbR5clRoIhrXFle/view?usp=drivesdk,,,
گوشی موبایل شیائومی مدل Redmi Note 14 Pro 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,شیائومی,317588414001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Redmi Note 14s دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,شیائومی,319040705001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Redmi Note 14 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,شیائومی,317580036001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Poco C71 دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت مشکی,شیائومی,319357767001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/137kHjBwH4jWeSn-3Qnb-0ZI952lK2hWV/view?usp=drivesdk,,,
گوشی موبایل شیائومی مدل Poco C85 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت مشکی,شیائومی,320433985001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1mvkFM1TU-SjdxUNJwi4Hd0aoyRp3Eku_/view?usp=drivesdk,,,
گوشی موبایل شیائومی مدل Redmi 15 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت مشکی,شیائومی,320607579001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Poco X7 Pro دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت - گلوبال مشکی,شیائومی,317986248001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام مشکی,سامسونگ,317464125001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام مشکی,سامسونگ,319222839001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1lIhDo1fIhuvcYEglBt8wSKuP6XdiqgSB/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy A17 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام مشکی,سامسونگ,320490734001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy A56 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام مشکی,سامسونگ,318575939001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
گوشی موبایل اپل مدل iPhone 17 CH دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - نات اکتیو مشکی,اپل,320127115001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1YXtmEd38Reey86_e1i0HLxQwAC6osSoU/view?usp=drivesdk,,,
لپ تاپ 15.6 اینچی لنوو مدل V15 G4 IRU-i5 13420H 8GB 512SSD TN مشکی,لنوو,316127101001,,کالای دیجیتال,لپ تاپ,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ828-i3 1315U 12GB 512SSD - کاستوم شده سرمه ای,ایسوس,315128993001,,کالای دیجیتال,لپ تاپ,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming A15 FA506NCG-HN191-R7 7445HS-16GB DDR5 5600MHz-512GB SSD-RTX3050 4GB-FHD 144Hz مشکی,ایسوس,321046350001,,کالای دیجیتال,لپ تاپ,,,,,,
لپ تاپ 16 اینچی ایسوس مدل خاکستری TUF Gaming F16 FX607VU-RL106-Core i7 13620H-16GB DDR5 4800MHz-512GB SSD-RTX4050 6GB-FHD 144Hz,ایسوس,321045650001,,کالای دیجیتال,لپ تاپ,,,,,,
لپ تاپ 16 اینچی ایسوس خاکستری مدل TUF Gaming F16 FX607VU-RL091-Core i7 13620H-16GB DDR5 4800MHz-1TB SSD-RTX4050 6GB-FHD 144Hz,ایسوس,321045603001,,کالای دیجیتال,لپ تاپ,,,,,,
لپ تاپ 16 اینچی ایسوس خاکستری مدل TUF Gaming F16 FX608JHR-RV007-Core i7 14650HX-32GB DDR5 5600MHz-1TB SSD-RTX5050 8GB-WUXGA 165Hz,ایسوس,321168685001,,کالای دیجیتال,لپ تاپ,,,,,,
گوشی موبایل سامسونگ مدل Galaxy A17 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام,سامسونگ,320490694001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
گوشی موبایل شیائومی مدل Redmi Note 14 5G دو سیم کارت ظرفیت 256 گیگابایت و 8 گیگابایت رم - پک چین,شیائومی,321408633001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Redmi 15C 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,شیائومی,320434083001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1eAz-LIzide3E3thQBzOHsohZ9dyr43ij/view?usp=drivesdk,,,
گوشی موبایل سامسونگ مدل Galaxy S25 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,سامسونگ,320135132001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/118KcHD1WtzjW6wQqFE8QLvGc5dTu-Pxo/view?usp=drivesdk,,,
گوشی موبایل ریلمی مدل Note 50 دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت,ریلمی,315180004001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل ریلمی مدل Note 60 دو سیم‌کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,ریلمی,319691374001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل ریلمی مدل Note 50 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,ریلمی,314794189001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل ریلمی مدل C75 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,ریلمی,318132558001,,کالای دیجیتال,موبایل,,,,,,
گوشی موبایل شیائومی مدل Redmi Note 15 Pro 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت مشکی,شیائومی,321191058001,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1FlkhSVUk8WJh2_m0JANmGGGvqMF6OTRA/view?usp=drivesdk,,,
گوشی موبایل اپل مدل iPhone 17 CH دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت آبی - نات اکتیو,اپل,320127115004,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1YXtmEd38Reey86_e1i0HLxQwAC6osSoU/view?usp=drivesdk,,,
Samsung A07 128/4 سبز,سامسونگ,931603286,,کالای دیجیتال,موبایل,,,,,,
Samsung A07 64/4 سبز,سامسونگ,931603262,,کالای دیجیتال,موبایل,,,,,,
Samsung A17 128/4 مشکی,سامسونگ,931603283,,کالای دیجیتال,موبایل,,گوشی Galaxy A17 از برند سامسونگ با حافظه داخلی 128 گیگابایت و رم 4 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
Samsung A17 128/4 آبی,سامسونگ,931603302,,کالای دیجیتال,موبایل,,گوشی Galaxy A17 از برند سامسونگ با حافظه داخلی 128 گیگابایت و رم 4 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
Samsung A17 128/4 خاکستری,سامسونگ,931603281,,کالای دیجیتال,موبایل,,گوشی Galaxy A17 از برند سامسونگ با حافظه داخلی 128 گیگابایت و رم 4 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
Samsung A26 128/6 مشکی,سامسونگ,931603165,,کالای دیجیتال,موبایل,,,,,,
Samsung A56 5G 256/8 گرافیت,سامسونگ,931603126,,کالای دیجیتال,موبایل,,,,,,
Xiaomi A5 128/4 مشکی,شیائومی,931603181,,کالای دیجیتال,موبایل,,گوشی ساده شیائومی با کاربری آسان و طراحی جمع‌وجور؛ مناسب تماس، پیامک و استفاده روزمره.,https://drive.google.com/file/d/1Vp4dg5vhUmKNw5rYRcbR5clRoIhrXFle/view?usp=drivesdk,,,
Xiaomi C71 128/4 مشکی,شیائومی,931603198,,کالای دیجیتال,موبایل,,گوشی ساده شیائومی با کاربری آسان و طراحی جمع‌وجور؛ مناسب تماس، پیامک و استفاده روزمره.,https://drive.google.com/file/d/137kHjBwH4jWeSn-3Qnb-0ZI952lK2hWV/view?usp=drivesdk,,,
Xiaomi Redmi 15 256/8 مشکی,شیائومی,931603322,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1TZNM73LwVZSMnUYxVqnXTp70AqlPhtS8/view?usp=drivesdk,,,
"اجاق گاز رومیزی شیشه‌ای تایسز مدل HG-1901
 مشکی",تایسز,30400200000,,گجت خانگی,گجت خانگی,اجاق گاز,اجاق گاز رومیزی تایسز؛ انتخابی کاربردی برای پخت‌وپز روزانه و چیدمان مدرن آشپزخانه.,https://drive.google.com/file/d/1BIRaSQ-QpfG6jKQyTqufMzUMfBvuyEyy/view?usp=drivesdk,,,
اجاق گاز مبله تایسز مدل CG-5414 مشکی,تایسز,30300300000,,گجت خانگی,گجت خانگی,اجاق گاز,اجاق گاز مبله تایسز؛ مناسب پخت‌وپز روزانه با طراحی کاربردی برای آشپزخانه.,https://drive.google.com/file/d/1VxkcHyoltCuilFl8pOcBJ_Qr1Azenl5x/view?usp=drivesdk,,,
اجاق گاز مبله تایسز مدل CL-5511 استیل,تایسز,30301100000,,گجت خانگی,گجت خانگی,اجاق گاز,اجاق گاز مبله تایسز؛ مناسب پخت‌وپز روزانه با طراحی کاربردی برای آشپزخانه.,https://drive.google.com/file/d/16hf3OoBN1J95WNnPFxqI5uJb1QRQKAmK/view?usp=drivesdk,,,
اجاق گاز مبله تایسز مدل CE-5211 استیل,تایسز,30306300000,,گجت خانگی,گجت خانگی,اجاق گاز,اجاق گاز مبله تایسز؛ مناسب پخت‌وپز روزانه با طراحی کاربردی برای آشپزخانه.,https://drive.google.com/file/d/1yMrzxPbX6R49CH2i5d8U9oiT-3TAOoBk/view?usp=drivesdk,,,
اجاق گاز مبله تایسز مدل CZ-5621 استیل,تایسز,30310700000,,گجت خانگی,گجت خانگی,اجاق گاز,اجاق گاز مبله تایسز؛ مناسب پخت‌وپز روزانه با طراحی کاربردی برای آشپزخانه.,https://drive.google.com/file/d/1VVEAw8aFbpebj22FVTdgJOvf-bAJRwQ0/view?usp=drivesdk,,,
